Message:,Message:
Edit,Edit
"New Address","New Address"
"Select Method","Select Method"
Price,Price
"Method Title","Method Title"
"Carrier Title","Carrier Title"
"Sorry, no quotes are available for this order at this time","Sorry, no quotes are available for this order at this time"
Attention,Attention
OK,OK
"This is a required field.","This is a required field."
"Gift messages has been successfully updated","Gift messages has been successfully updated"
Close,Close
"Select Date","Select Date"
"Are you sure you would like to remove this item from the shopping cart?","Are you sure you would like to remove this item from the shopping cart?"
"Place Order","Place Order"
"Amasty One Step Checkout","Amasty One Step Checkout"
Information,Information
General,General
"Enable One Step Checkout","Enable One Step Checkout"
"Checkout Page Title","Checkout Page Title"
"Checkout Page Description","Checkout Page Description"
"Provide customers with important info about taxes (e.g. VAT) or any other payment specifics.<br/>HTML is allowed","Provide customers with important info about taxes (e.g. VAT) or any other payment specifics.<br/>HTML is allowed"
"Allow to Edit Products in the Order Summary","Allow to Edit Products in the Order Summary"
"Reload Shipping Methods When Coupon Code is Applied","Reload Shipping Methods When Coupon Code is Applied"
Geolocation,Geolocation
"Geo IP Location","Geo IP Location"
"Detect User Country Based on the IP Address and Automatically Fills it in at Checkout","Detect User Country Based on the IP Address and Automatically Fills it in at Checkout"
"Google Address Suggestion","Google Address Suggestion"
"Address auto complete while user is typing, using geolocation Google technology. The browser may ask permissions for Location","Address auto complete while user is typing, using geolocation Google technology. The browser may ask permissions for Location"
"Google API Key","Google API Key"
"Click <a href=""https://developers.google.com/maps/documentation/javascript/examples/places-autocomplete-addressform"" target=""_blank"">here</a> to get API key","Click <a href=""https://developers.google.com/maps/documentation/javascript/examples/places-autocomplete-addressform"" target=""_blank"">here</a> to get API key"
"Default Values","Default Values"
"Default Shipping Method","Default Shipping Method"
"Default Payment Method","Default Payment Method"
"Default Country","Default Country"
"Default Region/State","Default Region/State"
"Default Zip/Postal Code","Default Zip/Postal Code"
"Default City","Default City"
"Block Names","Block Names"
"Shipping Address","Shipping Address"
"Shipping Method","Shipping Method"
Delivery,Delivery
"Payment Method","Payment Method"
"Order Summary","Order Summary"
"Design Settings","Design Settings"
"Display Header and Footer","Display Header and Footer"
"Checkout Page Layout","Checkout Page Layout"
"Please keep in mind that, for 3 Columns layout, third column will be displayed only if Customer's Order may require shipping (contains non-Virtual products, in most cases).","Please keep in mind that, for 3 Columns layout, third column will be displayed only if Customer's Order may require shipping (contains non-Virtual products, in most cases)."
"Number of Lines in a Street Address","Number of Lines in a Street Address"
"Valid range: 1-4","Valid range: 1-4"
"Checkout Text Font","Checkout Text Font"
"Specify the <a href=""https://fonts.google.com/"" target=""_blank"">Google font</a> name. For example <strong>Roboto</strong>, <strong>Open Sans</strong> or <strong>Indie Flower</strong>
                    <br/>Some fonts use extra parameters e.g. <strong>Molle:400i</strong> where 400 = regular, i = Italic (100 = thin, 700 = bold)","Specify the <a href=""https://fonts.google.com/"" target=""_blank"">Google font</a> name. For example <strong>Roboto</strong>, <strong>Open Sans</strong> or <strong>Indie Flower</strong>
                    <br/>Some fonts use extra parameters e.g. <strong>Molle:400i</strong> where 400 = regular, i = Italic (100 = thin, 700 = bold)"
"Heading Text Color","Heading Text Color"
"Order Summary Background","Order Summary Background"
"Checkout Background Color","Checkout Background Color"
"CMS Custom Blocks","CMS Custom Blocks"
"To configure custom blocks go <i>Content -> Blocks</i>","To configure custom blocks go <i>Content -> Blocks</i>"
"Top Block","Top Block"
"Select custom CMS block name to be displayed above the checkout","Select custom CMS block name to be displayed above the checkout"
"Bottom Block","Bottom Block"
"Select custom CMS block name to be displayed below the checkout","Select custom CMS block name to be displayed below the checkout"
"Success Page Custom Block","Success Page Custom Block"
"Specify the ID of custom CMS block to be displayed on the checkout success page","Specify the ID of custom CMS block to be displayed on the checkout success page"
"Place Button Design","Place Button Design"
"Place Order Button Color","Place Order Button Color"
"The Button Tooltip Position","The Button Tooltip Position"
"Additional Options","Additional Options"
"Order Comment","Order Comment"
"Discount Field","Discount Field"
"Newsletter Checkbox","Newsletter Checkbox"
"Newsletter is Checked by Default","Newsletter is Checked by Default"
"Display 'Create an Account' Checkbox on Checkout","Display 'Create an Account' Checkbox on Checkout"
"'Create an Account' Checkbox is Checked by Default","'Create an Account' Checkbox is Checked by Default"
"Display Terms and Conditions Checkbox","Display Terms and Conditions Checkbox"
Gifts,Gifts
"Allow Gift Messages on Order Level","Allow Gift Messages on Order Level"
"Allow Gift Messages for Order Items","Allow Gift Messages for Order Items"
"Gift Wrap Fee","Gift Wrap Fee"
Enabled,Enabled
"Delivery Date Field is Mandatory","Delivery Date Field is Mandatory"
"Available Days","Available Days"
"Available Hours","Available Hours"
"Please specify the timeframe available for delivery. Example: 8-12, 14-18, 20-24<br/>
                    Use <a target=""_blank"" href=""https://amasty.com/delivery-date-for-magento-2.html?utm_source=extension&utm_medium=link&utm_campaign=osc-delivery-date-m2"">Amasty Delivery Date</a> to limit or restrict delivery for the same or next day the order was placed.","Please specify the timeframe available for delivery. Example: 8-12, 14-18, 20-24<br/>
                    Use <a target=""_blank"" href=""https://amasty.com/delivery-date-for-magento-2.html?utm_source=extension&utm_medium=link&utm_campaign=osc-delivery-date-m2"">Amasty Delivery Date</a> to limit or restrict delivery for the same or next day the order was placed."
"Enable Delivery Comment","Enable Delivery Comment"
"Delivery Comment Default Text","Delivery Comment Default Text"
"Specify default text example for delivery comment.","Specify default text example for delivery comment."
"Social Profile Login","Social Profile Login"
Status,Status
"Power your checkout with the Social Profile Login. See more details <a target=""_blank"" href=""https://amasty.com/social-login-for-magento-2.html?utm_source=extension&utm_medium=link&utm_campaign=osc-social-login-m2"">here</a>.","Power your checkout with the Social Profile Login. See more details <a target=""_blank"" href=""https://amasty.com/social-login-for-magento-2.html?utm_source=extension&utm_medium=link&utm_campaign=osc-social-login-m2"">here</a>."
"Gift Messages","Gift Messages"
"Add a gift message","Add a gift message"
"Sign Up for Our Newsletter","Sign Up for Our Newsletter"
"Create an Account","Create an Account"
"Date of Birth","Date of Birth"
"Delivery Time Interval","Delivery Time Interval"
